job_title,work_year,employment_type,company_location,experience_level,salary_in_usd
Data Analyst,2022,FT,GB,SE,92350
Data Analyst,2022,FT,GB,SE,70186
Data Analyst,2022,FT,US,SE,105000
Data Analyst,2022,FT,US,SE,70000
Data Engineer,2022,FT,US,SE,194000
Data Engineer,2022,FT,US,SE,129400
Data Architect,2022,FT,US,SE,190000
Data Architect,2022,FT,US,SE,135000
Data Analyst,2022,FT,US,SE,100000
Data Analyst,2022,FT,US,SE,70000
Data Analyst,2022,FT,US,SE,130000
Data Analyst,2022,FT,US,SE,100000
Research Engineer,2022,FT,US,SE,250000
Research Engineer,2022,FT,US,SE,150000
Data Engineer,2022,FT,US,SE,135000
Data Engineer,2022,FT,US,SE,120000
Machine Learning Engineer,2022,FT,FR,SE,115573
Machine Learning Engineer,2022,FT,FR,SE,73546
Data Engineer,2022,FT,ES,SE,68293
Data Engineer,2022,FT,ES,SE,42026
Data Engineer,2022,FT,US,SE,191200
Data Engineer,2022,FT,US,SE,130000
Data Engineer,2022,FT,US,SE,191200
Data Engineer,2022,FT,US,SE,130000
Data Engineer,2022,FT,US,SE,230000
Data Engineer,2022,FT,US,SE,154600
Data Engineer,2022,FT,US,SE,120000
Data Engineer,2022,FT,US,SE,95000
Data Scientist,2022,FT,US,SE,140000
Data Scientist,2022,FT,US,SE,120000
Data Analyst,2022,FT,US,SE,169000
Data Analyst,2022,FT,US,SE,110600
Data Engineer,2022,FT,US,SE,185900
Data Engineer,2022,FT,US,SE,129300
Analytics Engineer,2022,FT,US,SE,135000
Analytics Engineer,2022,FT,US,SE,110000
Data Engineer,2022,FT,US,SE,205000
Data Engineer,2022,FT,US,SE,150000
Data Engineer,2022,FT,US,SE,179500
Data Engineer,2022,FT,US,SE,134000
Data Scientist,2022,FT,US,SE,185900
Data Scientist,2022,FT,US,SE,129300
Data Scientist,2022,FT,US,SE,175000
Data Scientist,2022,FT,US,SE,145000
Data Architect,2022,FT,US,SE,235000
Data Architect,2022,FT,US,SE,175000
Data Engineer,2022,FT,ES,SE,68293
Data Engineer,2022,FT,ES,SE,36773
Data Engineer,2022,FT,US,SE,145000
Data Engineer,2022,FT,US,SE,115000
Data Engineer,2022,FT,US,SE,168400
Data Engineer,2022,FT,US,SE,105200
Data Engineer,2022,FT,US,SE,200000
Data Engineer,2022,FT,US,SE,160000
Data Scientist,2022,FT,ES,SE,47280
Data Scientist,2022,FT,ES,SE,37824
Data Scientist,2022,FT,US,SE,198800
Data Scientist,2022,FT,US,SE,122600
Data Analyst,2022,FT,US,SE,130000
Data Analyst,2022,FT,US,SE,100000
Data Engineer,2022,FT,US,SE,125000
Data Engineer,2022,FT,US,SE,110000
Data Scientist,2022,FT,US,SE,148000
Data Scientist,2022,FT,US,SE,107000
Data Engineer,2022,FT,US,SE,153600
Data Engineer,2022,FT,US,SE,106800
Data Engineer,2022,FT,PT,SE,63040
Data Engineer,2022,FT,PT,SE,36773
Data Science Manager,2022,FT,US,SE,299500
Data Science Manager,2022,FT,US,SE,245100
Data Scientist,2022,FT,US,SE,168000
Data Scientist,2022,FT,US,SE,130000
Data Scientist,2022,FT,US,SE,136000
Data Scientist,2022,FT,US,SE,104000
Applied Scientist,2022,FT,US,SE,205000
Applied Scientist,2022,FT,US,SE,184000
Data Scientist,2022,FT,US,SE,185900
Data Scientist,2022,FT,US,SE,129300
Data Science Manager,2022,FT,US,SE,247500
Data Science Manager,2022,FT,US,SE,172200
Data Management Specialist,2022,FT,IT,SE,68293
Data Analyst,2022,FT,US,SE,177000
Data Analyst,2022,FT,US,SE,131000
Applied Scientist,2022,FT,US,SE,205000
Applied Scientist,2022,FT,US,SE,184000
Data Engineer,2022,FT,US,SE,146000
Data Engineer,2022,FT,US,SE,102000
Data Analyst,2022,FT,US,SE,169000
Data Analyst,2022,FT,US,SE,110600
Applied Scientist,2022,FT,US,SE,230000
Applied Scientist,2022,FT,US,SE,196000
Data Engineer,2022,FT,US,SE,135000
Data Engineer,2022,FT,US,SE,100000
Data Engineer,2022,FT,US,SE,135000
Data Engineer,2022,FT,US,SE,100000
Data Engineer,2022,FT,GB,SE,61566
Data Engineer,2022,FT,GB,SE,43096
Data Engineer,2022,FT,US,SE,231250
Data Engineer,2022,FT,US,SE,138750
Analytics Engineer,2022,FT,US,SE,193750
Analytics Engineer,2022,FT,US,SE,116250
Data Engineer,2022,FT,US,SE,231250
Data Engineer,2022,FT,US,SE,138750
Analytics Engineer,2022,FT,US,SE,231250
Analytics Engineer,2022,FT,US,SE,138750
Analytics Engineer,2022,FT,US,SE,231250
Analytics Engineer,2022,FT,US,SE,138750
Data Engineer,2022,FT,US,SE,193750
Data Engineer,2022,FT,US,SE,116250
Data Scientist,2022,FT,US,SE,208000
Data Scientist,2022,FT,US,SE,127000
Research Scientist,2022,FT,US,SE,300000
Research Scientist,2022,FT,US,SE,196000
Machine Learning Engineer,2022,FT,US,SE,204500
Machine Learning Engineer,2022,FT,US,SE,142200
Data Engineer,2022,FT,US,SE,185900
Data Engineer,2022,FT,US,SE,129300
Data Scientist,2022,FT,ES,SE,47280
Data Scientist,2022,FT,ES,SE,37824
Machine Learning Engineer,2022,FT,US,SE,204500
Machine Learning Engineer,2022,FT,US,SE,142200
Data Scientist,2022,FT,US,SE,205000
Data Scientist,2022,FT,US,SE,185000
Data Scientist,2022,FT,US,SE,185900
Data Scientist,2022,FT,US,SE,129300
Machine Learning Engineer,2022,FT,US,SE,247500
Machine Learning Engineer,2022,FT,US,SE,172200
Data Analyst,2022,FT,US,SE,110000
Data Analyst,2022,FT,US,SE,95000
Data Scientist,2022,FT,US,SE,185900
Data Scientist,2022,FT,US,SE,129300
Applied Scientist,2022,FT,US,SE,205000
Applied Scientist,2022,FT,US,SE,184000
Data Science Tech Lead,2022,FT,US,SE,375000
Data Engineer,2022,FT,US,SE,191200
Data Engineer,2022,FT,US,SE,130000
Data Scientist,2022,FT,US,SE,225000
Data Scientist,2022,FT,US,SE,156400
Data Analyst,2022,FT,US,SE,169000
Data Analyst,2022,FT,US,SE,110600
Machine Learning Engineer,2022,FT,US,SE,204500
Machine Learning Engineer,2022,FT,US,SE,142200
Data Scientist,2022,FT,US,SE,185900
Data Scientist,2022,FT,US,SE,129300
Data Scientist,2022,FT,US,SE,140700
Data Scientist,2022,FT,US,SE,93800
Data Scientist,2022,FT,US,SE,350000
Data Scientist,2022,FT,US,SE,135000
Data Analyst,2022,FT,US,SE,115934
Data Analyst,2022,FT,US,SE,81666
Machine Learning Engineer,2022,FT,US,SE,201000
Machine Learning Engineer,2022,FT,US,SE,119000
Data Engineer,2022,FT,US,SE,175000
Data Engineer,2022,FT,US,SE,150000
Data Analyst,2022,FT,US,SE,154560
Data Analyst,2022,FT,US,SE,123648
Data Analyst,2022,FT,US,SE,130000
Data Analyst,2022,FT,US,SE,100000
Data Engineer,2022,FT,US,SE,135000
Data Engineer,2022,FT,US,SE,100000
Data Scientist,2022,FT,US,SE,247500
Data Scientist,2022,FT,US,SE,172200
Data Scientist,2022,FT,US,SE,177500
Data Scientist,2022,FT,US,SE,134000
Data Scientist,2022,FT,US,SE,185900
Data Scientist,2022,FT,US,SE,129300
Data Architect,2022,FT,US,SE,192564
Data Architect,2022,FT,US,SE,144854
Data Analyst,2022,FT,US,SE,130000
Data Analyst,2022,FT,US,SE,105000
Data Engineer,2022,FT,US,SE,179305
Data Engineer,2022,FT,US,SE,142127
Data Engineer,2022,FT,US,SE,315000
Data Engineer,2022,FT,US,SE,225000
Data Scientist,2022,FT,US,SE,243900
Data Scientist,2022,FT,US,SE,156600
Data Engineer,2022,FT,US,SE,182500
Data Engineer,2022,FT,US,SE,128500
Data Analyst,2022,FT,US,SE,127000
Data Analyst,2022,FT,US,SE,110000
Data Architect,2022,FT,US,SE,210000
Data Architect,2022,FT,US,SE,136000
Cloud Data Engineer,2022,FT,SK,SE,12608
Data Engineer,2022,FT,US,SE,170000
Data Engineer,2022,FT,US,SE,140000
Data Engineer,2022,FT,US,SE,247500
Data Engineer,2022,FT,US,SE,172200
Data Engineer,2022,FT,US,SE,225000
Data Engineer,2022,FT,US,SE,184100
Data Engineer,2022,FT,US,SE,161000
Data Engineer,2022,FT,US,SE,110000
Data Scientist,2022,FT,US,SE,136000
Data Scientist,2022,FT,US,SE,104000
Data Scientist,2022,FT,ES,SE,47280
Data Scientist,2022,FT,ES,SE,37824
Data Analyst,2022,FT,US,SE,169000
Data Analyst,2022,FT,US,SE,110600
Data Engineer,2022,FT,US,SE,160000
Data Engineer,2022,FT,US,SE,130000
Data Scientist,2022,FT,US,SE,245000
Data Scientist,2022,FT,US,SE,180000
Data Engineer,2022,FT,US,SE,135000
Data Engineer,2022,FT,US,SE,100000
Data Engineer,2022,FT,US,SE,220000
Data Engineer,2022,FT,US,SE,150000
Data Scientist,2022,FT,US,SE,198440
Data Scientist,2022,FT,US,SE,144000
Data Engineer,2022,FT,US,SE,240000
Data Engineer,2022,FT,US,SE,170000
Data Scientist,2022,FT,US,SE,198440
Data Scientist,2022,FT,US,SE,144000
Data Analyst,2022,FT,US,SE,120000
Data Analyst,2022,FT,US,SE,95000
Machine Learning Engineer,2022,FT,CA,SE,187200
Machine Learning Engineer,2022,FT,CA,SE,116100
Data Analyst,2022,FT,US,SE,150000
Data Analyst,2022,FT,US,SE,127000
Data Engineer,2022,FT,US,SE,275000
Data Engineer,2022,FT,US,SE,166000
Data Scientist,2022,FT,US,SE,159699
Data Scientist,2022,FT,US,SE,138938
Data Analyst,2022,FT,US,SE,166700
Data Analyst,2022,FT,US,SE,119000
Data Analyst,2022,FT,US,SE,130000
Data Analyst,2022,FT,US,SE,100000
Analytics Engineer,2022,FT,GB,SE,103432
Analytics Engineer,2022,FT,GB,SE,92350
Data Analyst,2022,FT,US,SE,80000
Data Analyst,2022,FT,US,SE,52500
Data Engineer,2022,FT,US,SE,236000
Data Engineer,2022,FT,US,SE,182000
Data Scientist,2022,FT,US,SE,180000
Data Scientist,2022,FT,US,SE,140000
Data Scientist,2022,FT,US,SE,225000
Data Scientist,2022,FT,US,SE,156400
Data Analyst,2022,FT,US,SE,135000
Data Analyst,2022,FT,US,SE,100000
Machine Learning Engineer,2022,FT,US,SE,204500
Machine Learning Engineer,2022,FT,US,SE,142200
Data Engineer,2022,FT,US,SE,300000
Data Engineer,2022,FT,US,SE,130000
Data Engineer,2022,FT,US,SE,195000
Data Engineer,2022,FT,US,SE,175000
Data Engineer,2022,FT,US,SE,155000
Data Engineer,2022,FT,US,SE,110000
Data Operations Analyst,2022,FT,US,SE,123000
Data Operations Analyst,2022,FT,US,SE,92250
Data Engineer,2022,FT,US,SE,170000
Data Engineer,2022,FT,US,SE,150000
Data Engineer,2022,FT,US,SE,97000
Data Engineer,2022,FT,US,SE,90000
Data Engineer,2022,FT,US,SE,200000
Data Engineer,2022,FT,US,SE,160000
Machine Learning Engineer,2022,FT,US,SE,210000
Machine Learning Engineer,2022,FT,US,SE,180000
Data Engineer,2022,FT,US,SE,260000
Data Engineer,2022,FT,US,SE,180000
Data Architect,2022,FT,US,SE,128000
Data Architect,2022,FT,US,SE,81500
Data Operations Engineer,2022,FT,US,SE,105000
Data Operations Engineer,2022,FT,US,SE,70000
Data Scientist,2022,FT,US,SE,175000
Data Scientist,2022,FT,US,SE,122500
Data Engineer,2022,FT,US,SE,171000
Data Engineer,2022,FT,US,SE,117000
Data Scientist,2022,FT,US,SE,202800
Data Scientist,2022,FT,US,SE,104300
Data Analyst,2022,FT,ES,SE,50432
Data Analyst,2022,FT,ES,SE,36773
Data Engineer,2022,FT,US,SE,197000
Data Engineer,2022,FT,US,SE,99000
Data Engineer,2022,FT,US,SE,160000
Data Engineer,2022,FT,US,SE,110000
Data Scientist,2022,FT,US,SE,185900
Data Scientist,2022,FT,US,SE,129300
Data Engineer,2022,FT,US,SE,170000
Data Engineer,2022,FT,US,SE,130000
Data Analyst,2022,FT,US,SE,150000
Data Analyst,2022,FT,US,SE,95000
Data Architect,2022,FT,US,SE,345600
Data Architect,2022,FT,US,SE,230400
Data Engineer,2022,FT,US,SE,145000
Data Engineer,2022,FT,US,SE,115000
Data Analyst,2022,FT,US,SE,175950
Data Analyst,2022,FT,US,SE,130050
Data Engineer,2022,FT,US,SE,205600
Data Engineer,2022,FT,US,SE,105700
Data Analyst,2022,FT,US,SE,236600
Data Analyst,2022,FT,US,SE,89200
Marketing Data Analyst,2022,FT,GB,SE,200000
Data Science Lead,2022,FT,US,SE,165000
Data Engineer,2022,FT,US,SE,185900
Data Engineer,2022,FT,US,SE,129300
Data Analyst,2022,FT,US,SE,169000
Data Analyst,2022,FT,US,SE,110600
Data Engineer,2022,FT,US,SE,225000
Data Engineer,2022,FT,US,SE,184100
Data Scientist,2022,FT,US,SE,185900
Data Scientist,2022,FT,US,SE,129300
Data Scientist,2022,FT,US,SE,225000
Data Scientist,2022,FT,US,SE,156400
Data Scientist,2022,FT,US,SE,185900
Data Scientist,2022,FT,US,SE,129300
Product Data Scientist,2022,FT,SG,SE,8000
Data Scientist,2022,FT,US,SE,155000
Data Scientist,2022,FT,US,SE,38000
Data Scientist,2022,FT,US,SE,155000
Data Scientist,2022,FT,US,SE,38000
Data Scientist,2022,FT,US,SE,153600
Data Scientist,2022,FT,US,SE,106800
Data Scientist,2022,FT,US,SE,185000
Data Scientist,2022,FT,US,SE,50000
Data Engineer,2022,FT,US,SE,185900
Data Engineer,2022,FT,US,SE,129300
Data Scientist,2022,FT,US,SE,155000
Data Scientist,2022,FT,US,SE,38000
Data Scientist,2022,FT,US,SE,168000
Data Scientist,2022,FT,US,SE,130000
Data Scientist,2022,FT,US,SE,123400
Data Scientist,2022,FT,US,SE,88100
Data Scientist,2022,FT,US,SE,120000
Data Scientist,2022,FT,US,SE,55000
Data Scientist,2022,FT,US,SE,185900
Data Scientist,2022,FT,US,SE,129300
Data Engineer,2022,FT,US,SE,191200
Data Engineer,2022,FT,US,SE,130000
Data Analyst,2022,FT,US,SE,169000
Data Analyst,2022,FT,US,SE,110600
Analytics Engineer,2022,FT,US,SE,150000
Analytics Engineer,2022,FT,US,SE,120000
Data Science Consultant,2022,FT,US,SE,139000
Data Science Consultant,2022,FT,US,SE,122000
Data Scientist,2022,FT,US,SE,185900
Data Scientist,2022,FT,US,SE,129300
Data Analyst,2022,FT,US,SE,139600
Data Analyst,2022,FT,US,SE,85700
Data Engineer,2022,FT,US,SE,185000
Data Engineer,2022,FT,US,SE,50000
Data Engineer,2022,FT,US,SE,185900
Data Engineer,2022,FT,US,SE,129300
Data Scientist,2022,FT,US,SE,225000
Data Scientist,2022,FT,US,SE,156400
Data Scientist,2022,FT,US,SE,200000
Data Scientist,2022,FT,US,SE,175000
Data Engineer,2022,FT,US,SE,185900
Data Engineer,2022,FT,US,SE,129300
Data Analyst,2022,FT,US,SE,115000
Data Analyst,2022,FT,US,SE,95000
Data Architect,2022,FT,US,SE,225000
Data Architect,2022,FT,US,SE,66000
Data Scientist,2022,FT,US,SE,185000
Data Scientist,2022,FT,US,SE,50000
Data Scientist,2022,FT,ES,SE,47280
Data Scientist,2022,FT,ES,SE,37824
Big Data Engineer,2022,FT,CA,SE,161311
Principal Data Architect,2022,FT,IN,SE,38154
Data Engineer,2022,FT,PT,SE,73546
Data Engineer,2022,FT,PT,SE,42026
Data Engineer,2022,FT,US,SE,170000
Data Engineer,2022,FT,US,SE,150000
Data Architect,2022,FT,US,SE,180000
Data Architect,2022,FT,US,SE,160000
Machine Learning Manager,2022,FT,US,SE,200000
Machine Learning Manager,2022,FT,US,SE,150000
Data Engineer,2022,FT,US,SE,188700
Data Engineer,2022,FT,US,SE,160395
Data Analyst,2022,FT,US,SE,115934
Data Analyst,2022,FT,US,SE,81666
Data Engineer,2022,FT,US,SE,300000
Data Engineer,2022,FT,US,SE,225000
Data Scientist,2022,FT,US,SE,198440
Data Scientist,2022,FT,US,SE,144000
Applied Scientist,2022,FT,US,SE,191475
Applied Scientist,2022,FT,US,SE,141525
Data Analyst,2022,FT,ES,SE,50432
Data Analyst,2022,FT,ES,SE,36773
Lead Data Scientist,2022,FT,US,SE,156868
BI Analyst,2022,FT,NG,SE,200000
Data Scientist,2022,FT,US,SE,198440
Data Scientist,2022,FT,US,SE,144000
Lead Machine Learning Engineer,2022,FT,PT,SE,69344
Data Analyst,2022,CT,US,SE,90000
Data Engineer,2022,FT,US,SE,200000
Data Engineer,2022,FT,US,SE,180000
Machine Learning Engineer,2022,FT,US,SE,210000
Machine Learning Engineer,2022,FT,US,SE,180000
Data Engineer,2022,FT,US,SE,165000
Data Engineer,2022,FT,US,SE,132000
Analytics Engineer,2022,FT,US,SE,130000
Analytics Engineer,2022,FT,US,SE,110000
Data Engineer,2022,FT,US,SE,178800
Data Engineer,2022,FT,US,SE,132100
Machine Learning Engineer,2022,FT,CA,SE,140000
Machine Learning Engineer,2022,FT,CA,SE,110000
Data Engineer,2022,FT,US,SE,160000
Data Engineer,2022,FT,US,SE,85000
ETL Developer,2022,FT,US,SE,250000
ETL Developer,2022,FT,US,SE,63000
Data Engineer,2022,FT,US,SE,200000
Data Engineer,2022,FT,US,SE,145000
Data Engineer,2022,FT,US,SE,229998
Data Engineer,2022,FT,US,SE,154545
Data Scientist,2022,FT,US,SE,215000
Data Scientist,2022,FT,US,SE,159000
Data Engineer,2022,FT,US,SE,229998
Data Engineer,2022,FT,US,SE,154545
Data Scientist Lead,2022,FT,US,SE,183000
Data Analyst,2022,FT,US,SE,99750
Data Analyst,2022,FT,US,SE,68400
Data Scientist,2022,FT,US,SE,236900
Data Scientist,2022,FT,US,SE,159200
Data Science Manager,2022,FT,US,SE,243225
Data Science Manager,2022,FT,US,SE,179775
Data Engineer,2022,FT,US,SE,175000
Data Engineer,2022,FT,US,SE,150000
Machine Learning Engineer,2022,FT,US,SE,210000
Machine Learning Engineer,2022,FT,US,SE,180000
Data Scientist,2022,FT,US,SE,148000
Data Scientist,2022,FT,US,SE,128000
Data Architect,2022,FT,US,SE,190000
Data Architect,2022,FT,US,SE,135000
Analytics Engineer,2022,FT,US,SE,130000
Analytics Engineer,2022,FT,US,SE,110000
Data Scientist,2022,FT,US,SE,191475
Data Scientist,2022,FT,US,SE,141525
Data Engineer,2022,FT,US,SE,160000
Data Engineer,2022,FT,US,SE,85000
Data Scientist,2022,FT,US,SE,218000
Data Scientist,2022,FT,US,SE,145300
ML Engineer,2022,FT,US,SE,195400
ML Engineer,2022,FT,US,SE,131300
Data Scientist,2022,FT,US,SE,191475
Data Scientist,2022,FT,US,SE,141525
Data Scientist,2022,FT,US,SE,207000
Data Scientist,2022,FT,US,SE,153000
Data Scientist,2022,FT,US,SE,191475
Data Scientist,2022,FT,US,SE,141525
Data Analyst,2022,FT,US,SE,110000
Data Analyst,2022,FT,US,SE,99000
Data Scientist,2022,FT,US,SE,191475
Data Scientist,2022,FT,US,SE,141525
Data Scientist,2022,FT,US,SE,191475
Data Scientist,2022,FT,US,SE,141525
Data Scientist,2022,FT,US,SE,191475
Data Scientist,2022,FT,US,SE,141525
Machine Learning Engineer,2022,FT,PR,SE,200000
Machine Learning Engineer,2022,FT,PR,SE,135000
Data Scientist,2022,FT,US,SE,207000
Data Scientist,2022,FT,US,SE,153000
Data Scientist,2022,FT,US,SE,191475
Data Scientist,2022,FT,US,SE,141525
Data Scientist,2022,FT,US,SE,191475
Data Scientist,2022,FT,US,SE,141525
Data Scientist,2022,FT,US,SE,191475
Data Scientist,2022,FT,US,SE,141525
Data Engineer,2022,FT,US,SE,195700
Data Engineer,2022,FT,US,SE,130500
ML Engineer,2022,FT,US,SE,130000
ML Engineer,2022,FT,US,SE,84000
Data Engineer,2022,FT,US,SE,141300
Data Engineer,2022,FT,US,SE,102100
Data Analyst,2022,FT,ES,SE,50432
Data Analyst,2022,FT,ES,SE,36773
Data Analyst,2022,FT,US,SE,144000
Data Analyst,2022,FT,US,SE,113000
Data Architect,2022,FT,US,SE,195400
Data Architect,2022,FT,US,SE,131300
Machine Learning Engineer,2022,FT,US,SE,195400
Machine Learning Engineer,2022,FT,US,SE,131300
Data Architect,2022,FT,US,SE,195400
Data Architect,2022,FT,US,SE,131300
Data Architect,2022,FT,US,SE,190000
Data Architect,2022,FT,US,SE,135000
Data Engineer,2022,FT,US,SE,135000
Data Engineer,2022,FT,US,SE,80000
Data Engineer,2022,FT,US,SE,160000
Data Engineer,2022,FT,US,SE,85000
Data Engineer,2022,FT,US,SE,178800
Data Engineer,2022,FT,US,SE,132100
Machine Learning Engineer,2022,FT,FI,SE,63040
Data Engineer,2022,FT,US,SE,140000
Data Engineer,2022,FT,US,SE,105000
Analytics Engineer,2022,FT,US,SE,190000
Analytics Engineer,2022,FT,US,SE,140000
Data Scientist,2022,FT,US,SE,180000
Data Scientist,2022,FT,US,SE,165000
Applied Machine Learning Scientist,2022,FT,US,SE,108000
Data Architect,2022,FT,US,SE,190000
Data Architect,2022,FT,US,SE,135000
Data Scientist,2022,FT,US,SE,179400
Data Scientist,2022,FT,US,SE,154000
Machine Learning Scientist,2022,FT,US,SE,193900
Machine Learning Scientist,2022,FT,US,SE,129300
Analytics Engineer,2022,FT,US,SE,122500
Analytics Engineer,2022,FT,US,SE,100000
Data Engineer,2022,FT,US,SE,193000
Data Scientist,2022,FT,US,SE,136994
Data Scientist,2022,FT,US,SE,101570
ETL Developer,2022,FT,US,SE,250000
ETL Developer,2022,FT,US,SE,63000
Data Scientist,2022,FT,US,SE,191475
Data Scientist,2022,FT,US,SE,141525
Director of Data Science,2022,FT,FR,SE,57786
Data Scientist,2022,FT,US,SE,172000
Data Scientist,2022,FT,US,SE,140000
Data Engineer,2022,FT,US,SE,215000
Data Engineer,2022,FT,US,SE,164000
Data Engineer,2022,FT,US,SE,300000
Data Engineer,2022,FT,US,SE,130000
Data Engineer,2022,FT,US,SE,250000
Data Engineer,2022,FT,US,SE,63000
Data Engineer,2022,FT,US,SE,180000
Data Engineer,2022,FT,US,SE,150000
Data Engineer,2022,FT,US,SE,250000
Data Engineer,2022,FT,US,SE,63000
Data Scientist,2022,FT,US,SE,191475
Data Scientist,2022,FT,US,SE,141525
Applied Scientist,2022,FT,US,SE,212800
Applied Scientist,2022,FT,US,SE,142800
Data Scientist,2022,FT,US,SE,151800
Data Scientist,2022,FT,US,SE,130240
Analytics Engineer,2022,FT,US,SE,165000
Analytics Engineer,2022,FT,US,SE,140250
Data Engineer,2022,FT,US,SE,135000
Data Engineer,2022,FT,US,SE,115000
Data Scientist,2022,FT,US,SE,179400
Data Scientist,2022,FT,US,SE,154000
Data Scientist,2022,FT,US,SE,191475
Data Scientist,2022,FT,US,SE,141525
Data Scientist,2022,FT,US,SE,191475
Data Scientist,2022,FT,US,SE,141525
Data Scientist,2022,FT,US,SE,191475
Data Scientist,2022,FT,US,SE,141525
Data Scientist,2022,FT,US,SE,191475
Data Scientist,2022,FT,US,SE,141525
Data Scientist,2022,FT,US,SE,191475
Data Scientist,2022,FT,US,SE,141525
Analytics Engineer,2022,FT,GB,SE,102663
Analytics Engineer,2022,FT,GB,SE,80041
Data Scientist,2022,FT,US,SE,191475
Data Scientist,2022,FT,US,SE,141525
Data Engineer,2022,FT,GB,SE,104611
Data Engineer,2022,FT,GB,SE,82280
Data Scientist,2022,FT,US,SE,191475
Data Scientist,2022,FT,US,SE,141525
Data Scientist,2022,FT,US,SE,191475
Data Scientist,2022,FT,US,SE,141525
Data Analyst,2022,FT,US,SE,115000
Data Operations Analyst,2022,FT,US,SE,81000
Data Operations Analyst,2022,FT,US,SE,66000
Data Scientist,2022,FT,US,SE,204100
Data Scientist,2022,FT,US,SE,136100
Analytics Engineer,2022,FT,US,SE,250000
Analytics Engineer,2022,FT,US,SE,63000
Data Scientist,2022,FT,US,SE,191475
Data Scientist,2022,FT,US,SE,141525
Data Scientist,2022,FT,US,SE,191475
Data Scientist,2022,FT,US,SE,141525
Data Scientist,2022,FT,US,SE,191475
Data Scientist,2022,FT,US,SE,141525
Data Specialist,2022,FT,US,SE,95000
Data Specialist,2022,FT,US,SE,70000
Data Scientist,2022,FT,US,SE,170000
Data Scientist,2022,FT,US,SE,130000
Data Scientist,2022,FT,US,SE,175000
Data Scientist,2022,FT,US,SE,140000
Lead Data Scientist,2022,FT,PT,SE,29944
Analytics Engineer,2022,FT,US,SE,250000
Analytics Engineer,2022,FT,US,SE,63000
Data Scientist,2022,FT,US,SE,160000
Data Scientist,2022,FT,US,SE,119300
Data Engineer,2022,FT,US,SE,105000
Data Engineer,2022,FT,US,SE,90000
ETL Developer,2022,FT,US,SE,146200
ETL Developer,2022,FT,US,SE,124270
Data Engineer,2022,FT,CA,SE,185800
Data Engineer,2022,FT,CA,SE,137400
Analytics Engineer,2022,FT,US,SE,245000
Analytics Engineer,2022,FT,US,SE,180000
Analytics Engineer,2022,FT,US,SE,203500
Analytics Engineer,2022,FT,US,SE,152000
Data Engineer,2022,FT,US,SE,250000
Data Engineer,2022,FT,US,SE,63000
Machine Learning Infrastructure Engineer,2022,FT,US,SE,186000
Machine Learning Infrastructure Engineer,2022,FT,US,SE,148800
Lead Machine Learning Engineer,2022,FT,IN,SE,95386
Data Scientist,2022,FT,US,SE,203500
Data Scientist,2022,FT,US,SE,152000
Machine Learning Engineer,2022,FT,US,SE,186000
Machine Learning Engineer,2022,FT,US,SE,148800
Machine Learning Engineer,2022,FT,US,SE,186000
Machine Learning Engineer,2022,FT,US,SE,148800
Data Scientist,2022,FT,US,SE,170000
Data Scientist,2022,FT,US,SE,120000
Data Analyst,2022,FT,US,SE,216200
Data Analyst,2022,FT,US,SE,144100
ETL Developer,2022,FT,US,SE,250000
ETL Developer,2022,FT,US,SE,63000
Data Engineer,2022,FT,US,SE,135000
Data Engineer,2022,FT,US,SE,85000
Machine Learning Engineer,2022,FT,US,SE,135000
Machine Learning Engineer,2022,FT,US,SE,85000
Data Science Manager,2022,FT,US,SE,206000
Data Science Manager,2022,FT,US,SE,175100
Machine Learning Engineer,2022,FT,US,SE,189650
Machine Learning Engineer,2022,FT,US,SE,164996
Data Architect,2022,FT,US,SE,149040
Data Architect,2022,FT,US,SE,113900
Data Engineer,2022,FT,US,SE,154000
Data Engineer,2022,FT,US,SE,126000
Machine Learning Engineer,2022,FT,US,SE,200000
Machine Learning Engineer,2022,FT,US,SE,150000
Data Engineer,2022,FT,US,SE,195700
Data Engineer,2022,FT,US,SE,130500
Analytics Engineer,2022,FT,US,SE,170000
Analytics Engineer,2022,FT,US,SE,135000
Data Analyst,2022,FT,US,SE,117000
Data Analyst,2022,FT,US,SE,99450
Data Engineer,2022,FT,PR,SE,200000
Data Engineer,2022,FT,PR,SE,135000
Machine Learning Engineer,2022,FT,US,SE,193900
Machine Learning Engineer,2022,FT,US,SE,129300
Data Analyst,2022,FT,GB,SE,86193
Data Analyst,2022,FT,GB,SE,61566
Data Analyst,2022,FT,US,SE,175000
Data Analyst,2022,FT,US,SE,130000
Data Engineer,2022,FT,US,SE,188100
Data Engineer,2022,FT,US,SE,139860
Machine Learning Engineer,2022,FT,US,SE,248700
Machine Learning Engineer,2022,FT,US,SE,167100
Data Scientist,2022,FT,US,SE,123400
Data Scientist,2022,FT,US,SE,88100
Data Scientist,2022,FT,US,SE,245000
Data Scientist,2022,FT,US,SE,205000
Data Engineer,2022,FT,US,SE,141300
Data Engineer,2022,FT,US,SE,102100
Data Architect,2022,FT,US,SE,141300
Data Architect,2022,FT,US,SE,102100
Data Architect,2022,FT,US,SE,250000
Data Architect,2022,FT,US,SE,63000
Data Science Manager,2022,FT,US,SE,189500
Data Science Manager,2022,FT,US,SE,140100
Data Engineer,2022,FT,US,SE,177600
Data Engineer,2022,FT,US,SE,131300
Data Engineer,2022,FT,US,SE,250000
Data Engineer,2022,FT,US,SE,63000
